Name,No.,year,sex
Tessa,75,1996,Female
Isabella,73,1996,Female
Gemma,71,1996,Female
Michelle,68,1996,Female
Phoebe,67,1996,Female
Rebekah,67,1996,Female
Nikita,67,1996,Female
Morgan,67,1996,Female
Catherine,67,1996,Female
Amanda,64,1996,Female
Jennifer,62,1996,Female
Katherine,62,1996,Female
Kelly,62,1996,Female
Gabrielle,62,1996,Female
Jordan,62,1996,Female
Ellen,61,1996,Female
Abigail,61,1996,Female
Kelsey,60,1996,Female
Julia,59,1996,Female
Jamie,58,1996,Female
Crystal,57,1996,Female
Aimee,57,1996,Female
Christina,57,1996,Female
Natalie,56,1996,Female
Monica,56,1996,Female
Kimberley,56,1996,Female
Ashlee,56,1996,Female
Cassandra,55,1996,Female
Summer,54,1996,Female
Lisa,54,1996,Female
Georgina,54,1996,Female
Leah,54,1996,Female
Amelia,54,1996,Female
Nicola,53,1996,Female
Kaitlyn,53,1996,Female
Eden,53,1996,Female
Eilish,52,1996,Female
Lydia,51,1996,Female
Melanie,51,1996,Female
Stacey,48,1996,Female
Madeleine,48,1996,Female
Mikaela,48,1996,Female
Cheyenne,48,1996,Female
Jessica,429,1997,Female
Georgia,365,1997,Female
Hannah,365,1997,Female
Sarah,359,1997,Female
Emma,352,1997,Female
Samantha,315,1997,Female
Sophie,246,1997,Female
Olivia,244,1997,Female
Emily,215,1997,Female
Courtney,203,1997,Female
Caitlin,201,1997,Female
Grace,193,1997,Female
Rebecca,180,1997,Female
Brittany,174,1997,Female
Kate,170,1997,Female
Laura,167,1997,Female
Danielle,166,1997,Female
Holly,165,1997,Female
Brooke,162,1997,Female
Tayla,158,1997,Female
Paige,157,1997,Female
Amy,154,1997,Female
Nicole,153,1997,Female
Ashleigh,153,1997,Female
Jasmine,140,1997,Female
Charlotte,138,1997,Female
Lauren,132,1997,Female
Rachel,127,1997,Female
Zoe,126,1997,Female
Alexandra,123,1997,Female
Lucy,120,1997,Female
Taylor,117,1997,Female
Megan,117,1997,Female
Anna,116,1997,Female
Shannon,114,1997,Female
Ella,114,1997,Female
Natasha,111,1997,Female
Renee,110,1997,Female
Jade,110,1997,Female
Madison,109,1997,Female
Elizabeth,103,1997,Female
Mikayla,99,1997,Female
Stephanie,98,1997,Female
Chelsea,96,1997,Female
Alice,96,1997,Female
Ashley,96,1997,Female
Amber,95,1997,Female
Michaela,94,1997,Female
Kayla,93,1997,Female
Tessa,92,1997,Female
Victoria,91,1997,Female
Hayley,91,1997,Female
Monique,84,1997,Female
Nikita,82,1997,Female
Melissa,80,1997,Female
Aimee,80,1997,Female
Claudia,79,1997,Female
Isabella,78,1997,Female
Katie,77,1997,Female
Katherine,72,1997,Female
Ruby,71,1997,Female
Jamie,69,1997,Female
Abigail,68,1997,Female
Sophia,67,1997,Female
Phoebe,66,1997,Female
Morgan,66,1997,Female
Chloe,66,1997,Female
Natalie,64,1997,Female
Kelsey,64,1997,Female
Kelly,62,1997,Female
Jennifer,62,1997,Female
Amanda,62,1997,Female
Leah,61,1997,Female
Jessie,60,1997,Female
Amelia,60,1997,Female
Alana,60,1997,Female
Gabrielle,56,1997,Female
Michelle,55,1997,Female
Bailey,55,1997,Female
Rebekah,54,1997,Female
Madeleine,54,1997,Female
Casey,54,1997,Female
Rose,53,1997,Female
Lily,53,1997,Female
Lisa,53,1997,Female
Ariana,53,1997,Female
Tegan,52,1997,Female
Maddison,52,1997,Female
Kimberley,52,1997,Female
Brianna,52,1997,Female
Cheyenne,51,1997,Female
Christina,51,1997,Female
Maria,50,1997,Female
Molly,50,1997,Female
Tiana,48,1997,Female
Catherine,48,1997,Female
Cassandra,48,1997,Female
Eden,47,1997,Female
Crystal,47,1997,Female
Savannah,46,1997,Female
Jessica,380,1998,Female
Georgia,330,1998,Female
Olivia,326,1998,Female
Hannah,324,1998,Female
Emma,308,1998,Female
Samantha,274,1998,Female
Sarah,268,1998,Female
Grace,249,1998,Female
Emily,206,1998,Female
Caitlin,203,1998,Female
Sophie,201,1998,Female
Rebecca,199,1998,Female
Courtney,192,1998,Female
Laura,174,1998,Female
Kate,170,1998,Female
Tayla,166,1998,Female
Ashleigh,166,1998,Female
Holly,160,1998,Female
Ella,157,1998,Female
Brooke,157,1998,Female
Madison,145,1998,Female
Amy,135,1998,Female
Charlotte,133,1998,Female
Danielle,130,1998,Female
Lucy,128,1998,Female
Rachel,128,1998,Female
Paige,126,1998,Female
Nicole,123,1998,Female
Taylor,119,1998,Female
Jasmine,117,1998,Female
Kayla,111,1998,Female
Anna,111,1998,Female
Brittany,110,1998,Female
Zoe,108,1998,Female
Jade,107,1998,Female
Claudia,107,1998,Female
Shannon,106,1998,Female
Isabella,103,1998,Female
Victoria,102,1998,Female
Lauren,101,1998,Female
Alexandra,99,1998,Female
Mikayla,98,1998,Female
Megan,96,1998,Female
Hayley,95,1998,Female
Aimee,95,1998,Female
Ruby,93,1998,Female
Natasha,93,1998,Female
Shania,91,1998,Female
Katie,85,1998,Female
Renee,84,1998,Female
Michaela,83,1998,Female
Ashley,82,1998,Female
Abigail,81,1998,Female
Elizabeth,81,1998,Female
Amber,78,1998,Female
Rose,75,1998,Female
Stephanie,73,1998,Female
Melissa,73,1998,Female
Alice,70,1998,Female
Tessa,69,1998,Female
Monique,69,1998,Female
Chloe,68,1998,Female
Cheyenne,68,1998,Female
Chelsea,66,1998,Female
Eden,66,1998,Female
Tegan,64,1998,Female
Gabrielle,64,1998,Female
Nikita,62,1998,Female
Jordan,62,1998,Female
Lily,61,1998,Female
Julia,61,1998,Female
Amelia,61,1998,Female
Angel,61,1998,Female
Sophia,59,1998,Female
Maria,57,1998,Female
Rebekah,56,1998,Female
Jamie,56,1998,Female
Michelle,55,1998,Female
Brianna,55,1998,Female
Maddison,53,1998,Female
Molly,52,1998,Female
Morgan,52,1998,Female
Jennifer,52,1998,Female
Summer,51,1998,Female
Katherine,51,1998,Female
Madeleine,50,1998,Female
Gemma,49,1998,Female
Angela,48,1998,Female
Kelly,47,1998,Female
Hope,47,1998,Female
Mackenzie,46,1998,Female
Leah,46,1998,Female
Phoebe,45,1998,Female
Christine,45,1998,Female
Bailey,45,1998,Female
Casey,45,1998,Female
Georgina,44,1998,Female
Tamara,43,1998,Female
Savannah,43,1998,Female
Natalie,43,1998,Female
Jessica,375,1999,Female
Georgia,354,1999,Female
Emma,349,1999,Female
Olivia,343,1999,Female
Hannah,332,1999,Female
Grace,285,1999,Female
Sarah,282,1999,Female
Sophie,256,1999,Female
Samantha,244,1999,Female
Emily,235,1999,Female
Caitlin,225,1999,Female
Ella,184,1999,Female
Tayla,175,1999,Female
Brooke,163,1999,Female
Rebecca,162,1999,Female
Shania,159,1999,Female
Courtney,158,1999,Female
Kate,158,1999,Female
Madison,152,1999,Female
Charlotte,150,1999,Female
Lucy,138,1999,Female
Paige,134,1999,Female
Jade,133,1999,Female
Chloe,132,1999,Female
Anna,131,1999,Female
Amy,129,1999,Female
Laura,129,1999,Female
Isabella,126,1999,Female
Danielle,125,1999,Female
Nicole,125,1999,Female
Ruby,122,1999,Female
Holly,121,1999,Female
Victoria,119,1999,Female
Jasmine,116,1999,Female
Ashleigh,113,1999,Female
Paris,106,1999,Female
Lauren,102,1999,Female
Brittany,100,1999,Female
Megan,98,1999,Female
Taylor,98,1999,Female
Alexandra,95,1999,Female
Rachel,95,1999,Female
Mikayla,94,1999,Female
Hayley,92,1999,Female
Kayla,91,1999,Female
Elizabeth,90,1999,Female
Nikita,89,1999,Female
Claudia,88,1999,Female
Amber,87,1999,Female
Katie,86,1999,Female
Chelsea,85,1999,Female
Natasha,85,1999,Female
Zoe,85,1999,Female
Maddison,84,1999,Female
Aimee,82,1999,Female
Abigail,80,1999,Female
Brianna,80,1999,Female
Rose,80,1999,Female
Alice,79,1999,Female
Eden,77,1999,Female
Amelia,76,1999,Female
Monique,75,1999,Female
Lily,74,1999,Female
Ashley,72,1999,Female
Phoebe,71,1999,Female
Michaela,68,1999,Female
Shannon,68,1999,Female
Cheyenne,67,1999,Female
Alyssa,66,1999,Female
Stephanie,66,1999,Female
Melissa,65,1999,Female
Jamie,64,1999,Female
Sophia,64,1999,Female
Maia,61,1999,Female
Molly,61,1999,Female
Casey,58,1999,Female
Maria,58,1999,Female
Rebekah,58,1999,Female
Jessie,57,1999,Female
Gabrielle,55,1999,Female
Michelle,55,1999,Female
Morgan,53,1999,Female
Angel,52,1999,Female
Tegan,52,1999,Female
Tiana,52,1999,Female
Caitlyn,51,1999,Female
Renee,51,1999,Female
Julia,50,1999,Female
Madeleine,50,1999,Female
Summer,50,1999,Female
Kaitlyn,48,1999,Female
Kelsey,48,1999,Female
Tessa,48,1999,Female
Alicia,47,1999,Female
Jennifer,47,1999,Female
Katelyn,47,1999,Female
Crystal,46,1999,Female
Tamara,46,1999,Female
Tara,46,1999,Female
Zara,46,1999,Female
Jessica,381,2000,Female
Olivia,377,2000,Female
Hannah,357,2000,Female
Georgia,351,2000,Female
Grace,297,2000,Female
Sophie,287,2000,Female
Emma,276,2000,Female
Emily,260,2000,Female
Sarah,247,2000,Female
Samantha,216,2000,Female
Caitlin,204,2000,Female
Ella,164,2000,Female
Amy,162,2000,Female
Kate,161,2000,Female
Charlotte,149,2000,Female
Rebecca,149,2000,Female
Courtney,147,2000,Female
Holly,144,2000,Female
Madison,144,2000,Female
Paige,140,2000,Female
Brooke,138,2000,Female
Jade,134,2000,Female
Lucy,134,2000,Female
Anna,126,2000,Female
Laura,126,2000,Female
Isabella,122,2000,Female
Danielle,121,2000,Female
Zoe,119,2000,Female
Jasmine,117,2000,Female
Chloe,116,2000,Female
Ruby,115,2000,Female
Tayla,110,2000,Female
Ashleigh,108,2000,Female
Lauren,104,2000,Female
Lily,98,2000,Female
Alexandra,93,2000,Female
Kayla,91,2000,Female
Amber,89,2000,Female
Nicole,89,2000,Female
Shania,88,2000,Female
Katie,86,2000,Female
Amelia,85,2000,Female
Rachel,85,2000,Female
Elizabeth,84,2000,Female
Mikayla,84,2000,Female
Taylor,83,2000,Female
Victoria,83,2000,Female
Brittany,82,2000,Female
Molly,82,2000,Female
Hayley,80,2000,Female
Maddison,80,2000,Female
Megan,80,2000,Female
Brianna,79,2000,Female
Natasha,77,2000,Female
Chelsea,74,2000,Female
Nikita,73,2000,Female
Rose,73,2000,Female
Aimee,72,2000,Female
Paris,72,2000,Female
Angel,70,2000,Female
Ashley,70,2000,Female
Shannon,70,2000,Female
Claudia,68,2000,Female
Sophia,67,2000,Female
Eden,66,2000,Female
Britney,64,2000,Female
Gabrielle,64,2000,Female
Abigail,61,2000,Female
Leah,60,2000,Female
Monique,60,2000,Female
Phoebe,60,2000,Female
Summer,59,2000,Female
Maria,57,2000,Female
Renee,57,2000,Female
Alyssa,56,2000,Female
Destiny,56,2000,Female
Tessa,56,2000,Female
Michaela,55,2000,Female
Stephanie,55,2000,Female
Jenna,54,2000,Female
Maia,54,2000,Female
Alice,53,2000,Female
Melissa,53,2000,Female
Tiana,53,2000,Female
Tyla,53,2000,Female
Casey,52,2000,Female
Gemma,52,2000,Female
Hope,52,2000,Female
Brooklyn,51,2000,Female
Katelyn,51,2000,Female
Cheyenne,50,2000,Female
Faith,50,2000,Female
Briana,49,2000,Female
Niamh,49,2000,Female
Julia,47,2000,Female
Natalie,46,2000,Female
Caitlyn,45,2000,Female
Crystal,45,2000,Female
Kaitlin,45,2000,Female
Madeleine,44,2000,Female
Jessica,337,2001,Female
Hannah,318,2001,Female
Emma,303,2001,Female
Olivia,303,2001,Female
Grace,296,2001,Female
Georgia,291,2001,Female
Sophie,285,2001,Female
Samantha,280,2001,Female
Sarah,267,2001,Female
Emily,231,2001,Female
Caitlin,220,2001,Female
Ella,195,2001,Female
Brooke,168,2001,Female
Madison,166,2001,Female
Isabella,159,2001,Female
Charlotte,152,2001,Female
Kate,152,2001,Female
Amy,149,2001,Female
Anna,139,2001,Female
Jade,139,2001,Female
Lucy,139,2001,Female
Holly,137,2001,Female
Rebecca,136,2001,Female
Jasmine,129,2001,Female
Paige,128,2001,Female
Ruby,124,2001,Female
Lily,123,2001,Female
Zoe,123,2001,Female
Amber,119,2001,Female
Danielle,115,2001,Female
Alexandra,113,2001,Female
Kayla,113,2001,Female
Tayla,110,2001,Female
Chloe,109,2001,Female
Courtney,107,2001,Female
Molly,101,2001,Female
Laura,97,2001,Female
Nicole,97,2001,Female
Maddison,89,2001,Female
Ashleigh,88,2001,Female
Alice,84,2001,Female
Amelia,84,2001,Female
Nikita,84,2001,Female
Destiny,81,2001,Female
Natasha,81,2001,Female
Brianna,79,2001,Female
Hayley,79,2001,Female
Alyssa,77,2001,Female
Katie,77,2001,Female
Lauren,75,2001,Female
Megan,75,2001,Female
Claudia,74,2001,Female
Taylor,74,2001,Female
Elizabeth,73,2001,Female
Mikayla,71,2001,Female
Sophia,71,2001,Female
Victoria,70,2001,Female
Leah,68,2001,Female
Abby,67,2001,Female
Ashley,66,2001,Female
Stella,66,2001,Female
Abigail,65,2001,Female
Aimee,63,2001,Female
Mia,63,2001,Female
Phoebe,63,2001,Female
Rachel,63,2001,Female
Zara,63,2001,Female
Maia,62,2001,Female
Angel,61,2001,Female
Summer,61,2001,Female
Gemma,60,2001,Female
Jordan,60,2001,Female
Katelyn,57,2001,Female
Paris,57,2001,Female
Kaitlyn,55,2001,Female
Katherine,55,2001,Female
Aaliyah,54,2001,Female
Chelsea,54,2001,Female
Eden,54,2001,Female
Melissa,53,2001,Female
Julia,51,2001,Female
Natalie,51,2001,Female
Shannon,51,2001,Female
Gabrielle,50,2001,Female
Rose,50,2001,Female
Trinity,50,2001,Female
Brooklyn,49,2001,Female
Jennifer,49,2001,Female
Lydia,49,2001,Female
Morgan,49,2001,Female
Rebekah,49,2001,Female
Renee,49,2001,Female
Jemma,48,2001,Female
Caitlyn,47,2001,Female
Faith,47,2001,Female
Jessie,46,2001,Female
Piper,46,2001,Female
Ariana,44,2001,Female
Catherine,44,2001,Female
Jenna,44,2001,Female
Jessica,327,2002,Female
Olivia,327,2002,Female
Hannah,316,2002,Female
Emma,310,2002,Female
Sophie,308,2002,Female
Grace,276,2002,Female
Ella,262,2002,Female
Emily,254,2002,Female
Sarah,237,2002,Female
Georgia,226,2002,Female
Charlotte,201,2002,Female
Caitlin,197,2002,Female
Samantha,188,2002,Female
Paige,173,2002,Female
Lucy,160,2002,Female
Isabella,156,2002,Female
Holly,150,2002,Female
Madison,149,2002,Female
Chloe,140,2002,Female
Ruby,140,2002,Female
Lily,137,2002,Female
Brooke,136,2002,Female
Anna,133,2002,Female
Amy,130,2002,Female
Jade,128,2002,Female
Kate,128,2002,Female
Rebecca,123,2002,Female
Zoe,111,2002,Female
Jasmine,109,2002,Female
Amelia,103,2002,Female
Danielle,101,2002,Female
Tayla,94,2002,Female
Elizabeth,93,2002,Female
Nikita,93,2002,Female
Kayla,89,2002,Female
Abigail,86,2002,Female
Lauren,86,2002,Female
Molly,86,2002,Female
Ashleigh,83,2002,Female
Mia,83,2002,Female
Aaliyah,82,2002,Female
Amber,82,2002,Female
Katie,82,2002,Female
Maddison,81,2002,Female
Sophia,79,2002,Female
Laura,78,2002,Female
Victoria,78,2002,Female
Alyssa,76,2002,Female
Alexandra,75,2002,Female
Nicole,72,2002,Female
Hayley,71,2002,Female
Courtney,69,2002,Female
Phoebe,68,2002,Female
Mikayla,66,2002,Female
Brianna,65,2002,Female
Alice,64,2002,Female
Gemma,64,2002,Female
Paris,64,2002,Female
Megan,63,2002,Female
Rachel,62,2002,Female
Eden,61,2002,Female
Angel,60,2002,Female
Taylor,60,2002,Female
Aimee,57,2002,Female
Ashley,57,2002,Female
Kaitlyn,57,2002,Female
Maia,56,2002,Female
Jamie,54,2002,Female
Melissa,54,2002,Female
Mya,54,2002,Female
Stella,54,2002,Female
Destiny,53,2002,Female
Jemma,53,2002,Female
Trinity,53,2002,Female
Abby,52,2002,Female
Leah,52,2002,Female
Shakira,52,2002,Female
Caitlyn,51,2002,Female
Claudia,51,2002,Female
Faith,51,2002,Female
Jessie,51,2002,Female
Eva,50,2002,Female
Maria,50,2002,Female
Natasha,50,2002,Female
Ariana,49,2002,Female
Brooklyn,49,2002,Female
Renee,49,2002,Female
Katelyn,48,2002,Female
Tiana,48,2002,Female
Monique,47,2002,Female
Jennifer,46,2002,Female
Tessa,46,2002,Female
Jenna,45,2002,Female
Madeleine,45,2002,Female
Rose,45,2002,Female
Tyla,45,2002,Female
Christina,44,2002,Female
Isabelle,44,2002,Female
Rebekah,44,2002,Female
Zara,44,2002,Female
Emma,379,2003,Female
Sophie,307,2003,Female
Ella,302,2003,Female
Emily,292,2003,Female
Jessica,291,2003,Female
Hannah,283,2003,Female
Olivia,278,2003,Female
Grace,248,2003,Female
Charlotte,243,2003,Female
Georgia,221,2003,Female
Sarah,192,2003,Female
Paige,190,2003,Female
Isabella,186,2003,Female
Caitlin,184,2003,Female
Lucy,179,2003,Female
Holly,168,2003,Female
Samantha,160,2003,Female
Brooke,154,2003,Female
Kate,146,2003,Female
Lily,141,2003,Female
Madison,140,2003,Female
Ruby,136,2003,Female
Chloe,133,2003,Female
Jade,132,2003,Female
Amy,128,2003,Female
Anna,120,2003,Female
Amelia,118,2003,Female
Mia,113,2003,Female
Jasmine,112,2003,Female
Hayley,109,2003,Female
Molly,103,2003,Female
Laura,99,2003,Female
Rebecca,97,2003,Female
Amber,96,2003,Female
Jorja,96,2003,Female
Zoe,95,2003,Female
Alyssa,94,2003,Female
Katie,93,2003,Female
Kayla,92,2003,Female
Danielle,91,2003,Female
Tayla,88,2003,Female
Elizabeth,87,2003,Female
Maia,87,2003,Female
Abigail,86,2003,Female
Paris,86,2003,Female
Nicole,78,2003,Female
Phoebe,78,2003,Female
Victoria,77,2003,Female
Sophia,76,2003,Female
Brianna,75,2003,Female
Ashleigh,74,2003,Female
Alexandra,73,2003,Female
Rachel,71,2003,Female
Courtney,69,2003,Female
Lauren,69,2003,Female
Maddison,69,2003,Female
Leah,67,2003,Female
Alice,66,2003,Female
Ashley,66,2003,Female
Mikayla,64,2003,Female
Nikita,64,2003,Female
Aaliyah,63,2003,Female
Abby,60,2003,Female
Angel,60,2003,Female
Megan,59,2003,Female
Rose,59,2003,Female
Faith,58,2003,Female
Gemma,58,2003,Female
Summer,58,2003,Female
Trinity,57,2003,Female
Eva,55,2003,Female
Stella,55,2003,Female
Gabrielle,54,2003,Female
Aimee,52,2003,Female
Jordan,52,2003,Female
Madeline,52,2003,Female
Ariana,51,2003,Female
Natasha,51,2003,Female
Zara,50,2003,Female
Mackenzie,49,2003,Female
Rebekah,49,2003,Female
Brooklyn,48,2003,Female
Bella,47,2003,Female
Jennifer,47,2003,Female
Chelsea,46,2003,Female
Claudia,46,2003,Female
Maria,44,2003,Female
Taylor,44,2003,Female
Harmony,43,2003,Female
Hope,43,2003,Female
Renee,43,2003,Female
Tiana,43,2003,Female
Ava,42,2003,Female
Eden,42,2003,Female
Isabelle,42,2003,Female
Lydia,42,2003,Female
Piper,42,2003,Female
Kyla,41,2003,Female
Abbey,40,2003,Female
Maya,40,2003,Female
Emma,352,2004,Female
Charlotte,330,2004,Female
Ella,306,2004,Female
Sophie,299,2004,Female
Hannah,286,2004,Female
Emily,282,2004,Female
Jessica,282,2004,Female
Olivia,275,2004,Female
Grace,261,2004,Female
Isabella,206,2004,Female
Georgia,201,2004,Female
Samantha,196,2004,Female
Brooke,192,2004,Female
Lucy,190,2004,Female
Paige,187,2004,Female
Lily,181,2004,Female
Sarah,161,2004,Female
Holly,160,2004,Female
Chloe,154,2004,Female
Ruby,143,2004,Female
Madison,142,2004,Female
Amelia,140,2004,Female
Zoe,132,2004,Female
Mia,131,2004,Female
Caitlin,124,2004,Female
Kate,123,2004,Female
Jade,118,2004,Female
Maia,118,2004,Female
Amy,116,2004,Female
Jasmine,114,2004,Female
Amber,106,2004,Female
Hayley,102,2004,Female
Molly,102,2004,Female
Sophia,101,2004,Female
Paris,100,2004,Female
Danielle,99,2004,Female
Jorja,94,2004,Female
Mackenzie,90,2004,Female
Tayla,90,2004,Female
Anna,87,2004,Female
Elizabeth,87,2004,Female
Kayla,86,2004,Female
Alexandra,84,2004,Female
Ashley,83,2004,Female
Phoebe,83,2004,Female
Katie,82,2004,Female
Summer,82,2004,Female
Rebecca,81,2004,Female
Abigail,80,2004,Female
Ava,80,2004,Female
Maddison,75,2004,Female
Brianna,73,2004,Female
Laura,73,2004,Female
Alice,71,2004,Female
Alyssa,71,2004,Female
Leah,70,2004,Female
Mikayla,69,2004,Female
Stella,68,2004,Female
Trinity,65,2004,Female
Angel,63,2004,Female
Brooklyn,62,2004,Female
Nicole,62,2004,Female
Rachel,62,2004,Female
Lauren,61,2004,Female
Nikita,61,2004,Female
Eva,59,2004,Female
Mya,59,2004,Female
Maya,58,2004,Female
Courtney,57,2004,Female
Eden,57,2004,Female
Riley,57,2004,Female
Rose,57,2004,Female
Tessa,57,2004,Female
Abby,55,2004,Female
Aimee,54,2004,Female
Jessie,54,2004,Female
Gemma,53,2004,Female
Zara,53,2004,Female
Bella,52,2004,Female
Isabelle,52,2004,Female
Jordan,52,2004,Female
Caitlyn,51,2004,Female
Faith,51,2004,Female
Megan,51,2004,Female
Natasha,51,2004,Female
Taylor,50,2004,Female
Victoria,50,2004,Female
